GEO.id2,total_households,total_households_no_internet
42049010903,2654,277
42049010904,1810,93
42049011001,2683,310
42049011002,2288,536
42049011101,2301,316
42049011102,1451,250
42049011201,1846,323
42049011202,2921,352
42049011300,1415,391
42049011400,1576,334
42049011503,1642,335
42049011505,1090,250
42049011507,1202,161
42049011600,1734,401
42049011701,1187,218
42049011702,1990,287
42049011801,992,161
42049011802,1213,266
42049011900,2522,623
42049012001,1022,281
42049012002,1320,332
42049012100,2889,629
42049012201,2364,273
42049012202,1994,242
42049012300,2261,168
42049012400,705,116
42049980109,3,0
42049990000,0,0
42051260100,2451,780
42051260200,1844,542
42051260300,1428,423
42051260401,898,184
42051260402,1722,307
42051260500,2585,553
42051260600,1714,439
42051260700,1676,392
42051260800,1768,615
42051260900,1887,558
42051261000,935,242
42051261100,984,218
42051261200,920,242
42051261300,1806,325
42051261401,910,237
42051261402,1154,452
42051261500,1568,453
42051261600,1203,343
42051261700,1209,442
42051261800,1596,373
42051261900,1635,645
42051262000,1869,322
42051262100,1154,420
42051262200,1471,521
42051262300,1289,363
42051262400,1469,296
42051262500,1269,296
42051262600,1193,376
42051262701,1202,249
42051262702,1096,448
42051262800,2805,732
42051262900,2086,793
42051263000,1407,521
42051263100,2201,591
42051263200,985,370
42051263300,654,190
42053530100,543,157
42053530201,459,128
42053530300,471,177
42055010100,1598,510
42055010200,1662,402
42055010300,3846,810
42055010400,3611,663
42055010500,3282,643
42055010600,2618,405
42055010700,3484,821
42055010800,1790,376
42055010900,1829,489
42055011000,2033,731
42055011100,1556,242
42055011200,1220,281
42055011301,2151,329
42055011302,2129,382
42055011400,2364,658
42055011500,2391,627
42055011600,2485,402
42055011700,2863,459
42055011800,1676,330
42055011900,2290,457
42055012000,2565,784
42055012100,1724,232
42055012200,1595,336
42055012300,1903,445
42055012400,1245,344
42055012501,2640,212
42055012502,1552,323
42057960100,2051,545
42057960200,2026,587
42057960300,1870,486
42059970100,3039,964
42059970200,1326,331
42059970300,1765,334
42059970400,1535,335
42059970501,938,129
42059970502,1636,423
42059970600,1402,234
42059970700,1157,282
42059970800,1686,370
42061950100,715,149
42061950200,1444,246
42061950300,1833,420
42061950400,2649,777
42061950500,1350,326
42061950600,1711,341
42061950800,1370,368
42061950900,1131,326
42061951000,1074,272
42061951100,760,186
42061951200,1946,610
42061951300,952,276
42063960100,1457,560
42063960200,1610,715
42063960300,958,344
42063960400,1514,547
42063960500,1356,328
42063960600,2067,500
42063960700,3645,767
42063960800,1825,266
42063960900,1847,435
42063961000,1050,157
42063961101,1831,288
42063961102,351,0
42063961200,1115,175
42063961300,1541,403
42063961400,1153,384
42063961500,1483,395
42063961600,1973,438
42063961700,738,161
42063961800,698,197
42063961900,1722,396
42063962000,1598,381
42063962100,1497,396
42063962200,1001,322
42065950100,952,296
42065950200,1209,287
42065950300,2207,491
42065950400,842,149
42065950500,875,210
42065950600,2175,497
42065950700,1209,414
42065950800,1524,400
42065950900,1681,448
42065951000,1498,590
42065951100,1576,328
42065951200,1367,345
42065951300,1337,437
42067070100,2795,722
42067070201,790,313
42067070202,2390,575
42067070300,1905,629
42067070400,1481,379
42069100200,1462,620
42069100300,705,135
42069100400,858,165
42069100500,904,144
42069100600,1440,352
42069100800,886,170
42069100900,654,141
42069101000,1191,240
42069101100,1035,142
42069101200,1227,232
42069101300,1198,325
42069101400,1059,256
42069101600,1006,454
42069101700,1275,298
42069101800,1850,476
42069101900,621,147
42069102000,934,342
42069102100,1041,237
42069102200,1057,298
42069102300,1438,398
42069102500,1127,294
42069102600,1030,259
42069102700,965,285
42069102800,1443,319
42069102900,1586,436
42069103000,854,289
42069103100,682,159
42069110100,1225,385
42069110201,1635,314
42069110202,1985,396
42069110300,1597,241
42069110401,2627,408
42069110402,917,153
42069110403,1006,238
42069110500,2201,316
42069110600,1144,218
42069110700,1037,277
42069110800,1353,487
42069110900,1371,301
42069111000,964,183
42069111100,3014,701
42069111200,2960,925
42069111300,1835,636
42069111400,2334,734
42069111500,1432,289
42069111600,1095,263
42069111700,1761,324
42069111800,3243,499
42069112000,1588,399
42069112100,1859,544
42069112200,978,116
42069112300,1152,209
42069112400,1568,238
42069112500,2505,710
42069112600,2392,630
42069112700,1367,309
42069112800,2351,357
42069112901,1618,304
42069112902,2265,349
42071000100,1251,396
42071000200,1098,173
42071000300,1890,295
42071000400,2023,605
42071000500,1459,283
42071000600,1595,327
42071000700,1131,264
42071000800,1205,430
42071000900,1365,566
42071001000,1322,461
42071001100,1236,277
42071001200,2095,453
42071001400,1613,539
42071010101,2502,399
42071010102,1497,160
42071010201,1667,298
42071010202,2057,624
42071010300,3341,544
42071010400,1898,363
42071010501,1661,255
42071010502,2873,425
42071010600,4030,614
42071010701,2225,339
42071010702,1783,421
42071010801,3322,613
42071010802,1247,160
42071010900,3438,485
42071011000,1083,286
42071011100,2788,292
42071011200,789,255
42071011300,1754,536
42071011400,1766,515
42071011502,2317,239
42071011503,2031,178
42071011504,3117,542
42071011600,2368,237
42071011701,1984,265
42071011703,2889,225
42071011704,1701,166
42071011705,2752,458
42071011801,1056,70
42071011802,2444,276
42071011803,2782,380
42071011804,3180,364
42071011805,895,147
42071011901,2031,89
42071011902,3216,724
42071012001,2300,323
42071012002,1619,202
42071012102,3037,450
42071012103,1624,295
42071012104,2169,254
42071012200,2951,657
42071012301,1405,292
42071012302,1394,327
42071012402,1620,234
42071012403,1833,367
42071012404,1903,433
42071012501,2780,570
42071012502,1756,419
42071012601,2626,647
42071012602,1462,562
42071012700,2480,791
42071012800,2226,414
42071012900,2363,990
42071013000,2680,849
42071013101,1744,463
42071013102,1253,287
42071013202,2324,307
42071013203,1991,367
42071013204,2502,445
42071013301,1687,170
42071013303,1962,331
42071013304,3042,490
42071013400,1019,190
42071013501,3939,422
42071013502,2029,430
42071013503,1032,65
42071013601,713,148
42071013602,2136,254
42071013701,2013,380
42071013702,3850,533
42071013800,1447,274
42071013901,1790,284
42071013902,1565,294
42071014000,2309,454
42071014101,1739,738
42071014102,1666,491
42071014201,1542,668
42071014202,1736,590
42071014300,2164,848
42071014401,2872,671
42071014402,1568,401
42071014501,1939,302
42071014502,1817,489
42071014601,1291,311
42071014602,2533,875
42071014700,1356,424
42073000100,1852,236
42073000200,913,340
42073000300,1670,520
42073000400,977,444
42073000600,379,133
42073000700,702,302
42073000800,1828,497
42073000900,861,355
42073001000,720,216
42073010100,1450,311
42073010201,1558,261
42073010202,1911,457
42073010300,560,75
42073010400,1362,392
42073010500,1111,209
42073010600,1089,365
42073010700,1066,182
42073010800,2553,515
42073010900,1306,247
42073011000,2179,606
42073011100,1672,394
42073011200,1034,247
42073011300,1692,283
42073011400,865,192
42073011500,1747,402
42073011600,1726,430
42073011700,834,112
42073011800,1125,334
42075000100,1840,662
42075000200,1951,437
42075000300,1496,557
42075000401,1661,618
42075000402,1314,352
42075000500,1510,314
42075002000,1217,275
42075002100,1922,483
42075002200,2472,411
42075002300,1167,244
42075002400,895,167
42075002500,1504,299
42075002600,934,152
42075002701,2252,326
42075002702,2312,560
42075002800,3279,806
42075002900,1217,213
42075003000,1983,430
42075003100,1447,435
42075003200,1784,348
42075003300,734,91
42075003400,1001,149
42075003500,1931,324
42075003600,1393,158
42075003700,1080,198
42075003800,3480,578
42075003901,1734,385
42075003902,1692,337
42075004000,2806,166
42075004100,973,206
42075004200,1811,260
42077000101,1616,322
42077000102,1410,279
42077000400,1078,203
42077000500,736,201
42077000600,2067,372
42077000700,1154,181
42077000800,1283,401
42077000900,524,157
42077001000,916,392
42077001200,611,170
42077001401,2900,812
42077001402,875,146
42077001501,2510,382
42077001502,2764,467
42077001600,1111,266
42077001700,1471,375
42077001800,1647,488
42077001900,1716,605
42077002000,1814,501
42077002100,2794,835
42077002201,1752,187
42077002202,831,311
42077002301,3010,414
42077002302,1077,141
42077005100,1822,407
42077005200,2751,563
42077005301,1306,198
42077005302,1684,175
42077005401,813,69
42077005402,1892,285
42077005503,1561,109
42077005504,1796,235
42077005505,1320,129
42077005506,1516,347
42077005601,1952,315
42077005602,1964,205
42077005702,1838,554
42077005703,1476,261
42077005704,1430,149
42077005705,2323,498
42077005800,1446,340
42077005901,2736,525
42077005902,717,112
42077006001,1836,247
42077006002,2133,187
42077006101,1428,258
42077006102,2179,189
42077006202,4334,456
42077006203,3146,441
42077006204,1360,117
42077006302,2588,291
42077006303,1385,202
42077006304,1552,149
42077006305,2677,100
42077006307,3607,324
42077006308,2965,279
42077006401,1255,131
42077006402,1910,258
42077006500,2573,626
42077006600,2191,215
42077006701,1940,253
42077006702,1094,147
42077006703,2326,269
42077006800,2032,508
42077006902,940,154
42077006903,2129,254
42077006905,1875,110
42077006906,1543,135
42077007000,1434,175
42077009100,1663,295
42077009200,1732,270
42077009300,1408,232
42077009400,1686,432
42077009500,2040,297
42077009600,2794,615
42077009700,1474,662
42079200100,747,393
42079200200,1293,209
42079200300,741,87
42079200400,924,248
42079200500,1068,195
42079200600,844,252
42079200700,1326,378
42079200800,1392,550
42079200900,1460,521
42079201000,909,285
42079201100,440,98
42079201200,567,103
42079201300,824,180
42079201400,900,380
42079201500,926,173
42079201600,1153,302
42079210100,1364,335
42079210200,1071,229
42079210300,1065,205
42079210400,603,153
42079210500,2109,396
42079210600,597,173
42079210700,829,207
42079210800,1398,425
42079210900,657,245
42079211000,2061,480
42079211101,2398,549
42079211102,861,121
42079211201,1129,141
42079211203,682,140
42079211204,2192,564
42079211205,1197,325
42079211301,872,88
42079211302,1364,206
42079211303,1215,263
42079211304,810,130
42079211400,2756,388
42079211500,1132,253
42079211600,1455,355
42079211701,2143,480
42079211702,633,74
42079211800,760,176
42079211900,2777,854
42079212000,820,219
42079212100,1836,344
42079212200,2128,487
42079212300,1418,365
42079212700,2266,651
42079212800,1664,277
42079212900,579,106
42079213000,725,145
42079213100,727,197
42079213200,1972,460
42079213300,702,181
42079213400,1863,473
42079213600,958,286
42079213700,873,207
42079213800,735,227
42079213900,720,171
42079214000,530,131
42079214100,1061,280
42079214200,1312,419
42079214300,824,260
42079214400,858,316
42079214500,794,224
42079214600,1809,491
42079214900,606,136
42079215000,609,134
42079215100,1145,279
42079215200,1285,256
42079215300,1651,286
42079215400,1036,249
42079215501,1566,256
42079215502,2176,362
42079215503,1346,200
42079215504,1601,379
42079215600,1704,445
42079215701,915,217
42079215702,807,148
42079215800,1215,290
42079215900,1425,296
42079216000,303,95
42079216100,1763,375
42079216200,2288,618
42079216400,818,180
42079216501,839,138
42079216502,1455,182
42079216600,3811,576
42079216700,1346,432
42079216800,1526,388
42079216900,1848,422
42079217001,878,267
42079217002,1200,311
42079217100,1202,309
42079217200,1126,492
42079217300,1364,334
42079217400,621,233
42079217500,759,227
42079217600,986,213
42079217700,1591,466
42079217800,1278,419
42079217900,1720,592
42079218000,1620,376
42079980100,0,0
42081000100,1502,309
42081000200,892,154
42081000300,2443,445
42081000400,1787,542
42081000500,767,162
42081000600,1071,242
42081000800,322,72
42081000900,1052,266
42081001000,1417,340
42081010100,944,222
42081010200,477,99
42081010300,1258,243
42081010400,2058,424
42081010500,2342,442
42081010600,1728,370
42081010700,2489,495
42081010800,2763,546
42081010900,1166,189
42081011000,1915,349
42081011100,2413,458
42081011200,2228,506
42081011301,896,279
42081011302,2390,680
42081011400,683,153
42081011601,516,110
42081011602,2698,548
42081011700,2204,422
42081011800,1181,266
42081011900,2389,394
42083420100,1597,392
42083420200,1421,514
42083420300,1127,291
42083420400,1171,197
42083420500,1305,324
42083420600,2235,402
42083420700,1823,385
42083420800,1564,372
42083420900,930,248
42083421000,1612,397
42083421100,1455,350
42083421200,959,155
42085030100,823,237
42085030300,1471,360
42085030400,1145,224
42085030500,1205,328
42085030900,1241,317
42085031100,682,172
42085031200,2348,390
42085031300,1161,138
42085031400,2484,479
42085031700,989,155
42085031800,1951,469
42085031900,2005,449
42085032000,2091,534
42085032100,1152,433
42085032200,1041,169
42085032300,1355,267
42085032400,2545,602
42085032501,2347,598
42085032502,917,178
42085032601,2300,501
42085032602,1221,242
42085032701,1914,395
42085032702,1069,309
42085032800,2202,466
42085032900,1318,190
42085033000,1207,240
42085033100,1816,408
42085033200,1455,496
42085033300,1152,299
42085033400,1198,350
42087960100,1534,583
42087960200,1584,392
42087960300,1806,844
42087960400,1232,387
42087960500,1599,504
42087960600,2407,680
42087960700,968,269
42087960800,1452,504
42087960900,1173,349
42087961000,848,210
42087961100,3193,831
42087961200,1143,327
42089300101,1185,219
42089300102,2092,201
42089300201,1606,389
42089300202,2351,547
42089300301,1424,203
42089300304,1989,186
42089300305,2050,213
42089300307,2135,368
42089300308,944,149
42089300309,1695,232
42089300311,706,157
42089300312,844,50
42089300401,1612,195
42089300402,2122,332
42089300403,2199,416
42089300501,919,71
42089300502,1692,306
42089300600,1775,338
42089300700,1486,308
42089300800,2359,515
42089300900,1911,379
42089301001,3596,299
42089301002,840,175
42089301101,2082,423
42089301102,837,158
42089301202,1657,307
42089301203,1907,294
42089301204,1450,162
42089301205,2652,417
42089301301,2984,645
42089301302,1009,180
42089301401,1696,193
42089301402,1720,136
42091200103,1286,46
42091200104,1440,89
42091200105,923,85
42091200106,911,219
42091200200,405,19
42091200301,2580,315
42091200305,811,103
42091200306,1327,115
42091200307,1341,227
42091200308,1565,116
42091200309,959,62
42091200310,1060,193
42091200401,1393,156
42091200402,1612,139
42091200501,1300,101
42091200502,2338,291
42091200505,2529,148
42091200506,1544,67
42091200507,2170,120
42091200602,3120,77
42091200603,1197,36
42091200605,2404,401
42091200606,1207,47
42091200607,1573,33
42091200703,1595,156
42091200704,1394,201
42091200707,1752,284
42091200708,2067,198
42091200800,1195,167
42091200901,1562,398
42091200902,513,102
42091200903,1850,226
42091200906,744,113
42091200907,951,73
42091200908,878,110
42091201003,2124,171
42091201004,2190,170
42091201005,1144,36
42091201006,926,66
42091201100,1316,148
42091201201,2325,200
42091201203,1299,292
42091201204,900,68
42091201301,1353,213
42091201302,1297,258
42091201404,1853,179
42091201406,1605,103
42091201407,874,126
42091201408,1480,24
42091201409,1473,43
42091201410,1011,55
42091201411,1048,67
42091201501,1419,258
42091201502,696,17
42091201603,1661,159
42091201604,1134,124
42091201605,1026,104
42091201606,846,86
42091201607,1342,152
42091201608,1721,178
42091201703,1147,88
42091201704,1215,149
42091201705,1667,171
42091201706,1657,239
42091201800,1313,243
42091201901,1813,164
42091201902,2215,168
42091202000,1087,174
42091202100,1774,180
42091202201,1808,225
42091202202,1006,44
42091202301,1858,177
42091202302,937,136
42091202401,1969,209
42091202402,1798,162
42091202500,2079,242
42091202602,970,161
42091202603,1104,92
42091202604,863,79
42091203000,1035,37
42091203103,1050,66
42091203104,1737,253
42091203105,2158,168
42091203106,904,60
42091203203,1476,87
42091203204,2569,168
42091203205,746,44
42091203207,1150,93
42091203208,1237,46
42091203302,2318,151
42091203303,1889,506
42091203304,1832,248
42091203401,2889,559
42091203402,2962,247
42091203403,1585,214
42091203500,2460,478
42091203601,1024,365
42091203602,1474,153
42091203700,485,124
42091203801,1304,225
42091203803,2008,518
42091203804,1066,296
42091203901,1143,420
42091203902,1652,571
42091204002,1371,207
42091204007,947,60
42091204008,1150,137
42091204009,782,107
42091204010,947,68
42091204101,1758,312
42091204102,2199,129
42091204200,602,38
42091204300,1224,125
42091204400,1193,53
42091204500,1475,27
42091204600,1523,55
42091204701,1057,134
42091204702,1254,107
42091204800,1953,56
42091204900,1729,55
42091205000,748,67
42091205100,600,52
42091205200,1320,72
42091205300,947,153
42091205400,2732,210
42091205501,1712,215
42091205502,1326,39
42091205503,1864,160
42091205600,1857,70
42091205700,2048,263
42091205801,1696,163
42091205805,1326,118
42091205806,871,100
42091205807,793,49
42091205808,1937,190
42091205809,976,95
42091205903,1012,15
42091205904,980,56
42091205905,1702,176
42091205906,883,31
42091206004,1604,113
42091206005,1497,109
42091206006,1421,317
42091206007,2267,40
42091206102,3529,124
42091206104,1121,31
42091206105,1632,34
42091206106,1777,100
42091206201,1176,272
42091206202,1006,108
42091206300,1322,137
42091206400,1365,105
42091206501,1383,30
42091206502,1745,161
42091206600,632,106
42091206702,5,0
42091206703,1559,130
42091206704,2721,52
42091206801,2655,256
42091206802,1169,46
42091206901,1941,289
42091206904,2620,454
42091206905,1827,84
42091206906,1225,72
42091207001,2776,209
42091207003,1184,192
42091207004,1749,269
42091207101,2159,246
42091207103,1479,86
42091207104,1198,145
42091207201,969,182
42091207202,1659,365
42091207300,967,103
42091207400,1090,101
42091207500,1140,134
42091207600,1460,200
42091207800,2678,271
42091207900,1039,273
42091208000,1381,139
42091208100,1117,148
42091208201,832,72
42091208203,1847,314
42091208204,1233,90
42091208301,951,145
42091208302,3434,235
42091208400,1504,247
42091208500,1860,146
42091208601,2256,92
42091208603,2536,164
42091208604,2354,123
42091208702,1319,217
42091208703,1592,283
42091208704,1700,306
42091208801,615,194
42091208802,1303,392
42091208901,1565,244
42091208903,1113,257
42091208904,1400,515
42091208905,1210,184
42091208906,1534,266
42091209000,593,100
42091209100,1824,202
42091209201,601,75
42091209202,909,221
42091210100,1513,208
42091210200,993,15
42091210300,1468,137
42091210400,1842,320
42091210500,1566,140
42091210600,1667,186
42091210700,1941,115
42093050100,1375,421
42093050200,1603,270
42093050300,2291,644
42093050400,2154,388
42095010100,1577,264
42095010200,1508,161
42095010300,1418,178
42095010400,2083,283
42095010500,1752,584
42095010600,3019,631
42095010700,1697,342
42095010800,1398,427
42095010900,1158,174
42095011000,1182,399
42095011100,84,13
42095011200,1835,475
42095011300,1696,233
42095014100,1424,71
42095014200,2229,694
42095014300,1378,578
42095014400,1169,425
42095014500,1096,257
42095014600,1216,312
42095014700,1009,183
42095015201,2695,663
42095015300,1885,276
42095015400,1306,259
42095015500,2529,569
42095015600,1446,297
42095015700,1234,338
42095015801,1834,143
42095015802,1144,149
42095015901,2218,427
42095015902,1408,178
42095016001,2349,328
42095016002,1754,309
42095016100,825,106
42095016201,2356,548
42095016202,1739,348
42095016300,1085,203
42095016400,1826,134
42095016500,1928,321
42095016600,1014,246
42095016700,2029,177
42095016800,2538,703
42095016901,1208,77
42095016902,927,130
42095017000,774,102
42095017101,2323,277
42095017102,3338,382
42095017200,2442,383
42095017300,1055,196
42095017401,3192,297
42095017402,1553,73
42095017501,1653,267
42095017502,2127,222
42095017603,1530,334
42095017604,1770,153
42095017605,1531,228
42095017606,1642,147
42095017607,2299,129
42095017702,877,60
42095017703,1046,135
42095017704,2333,208
42095017800,989,145
42095017901,1457,296
42095017902,826,175
42095018001,1553,304
42095018002,2642,346
42095018100,2492,289
42095018200,1385,318
42095018300,1793,303
42097080100,1658,435
42097080200,3165,791
42097080300,2953,943
42097080400,1435,447
42097080500,1440,257
42097080600,1664,354
42097080700,1296,188
42097080800,3066,626
42097080900,1615,447
42097081000,1487,574
42097081100,1357,362
42097081200,1473,525
42097081300,1104,292
42097081400,917,301
42097081500,1096,348
42097081600,1213,412
42097081700,1166,364
42097081800,1336,373
42097081900,2396,484
42097082000,1542,382
42097082100,1166,505
42097082200,1464,561
42097082300,1989,551
42097082400,1283,396
42099030100,1897,441
42099030201,999,148
42099030202,1934,530
42099030301,1925,502
42099030302,1782,341
42099030400,2138,404
42099030501,2270,353
42099030502,2245,445
42099030601,1634,376
42099030602,1112,381
42101000100,2367,37
42101000200,1010,177
42101000300,1805,188
42101000401,1690,213
42101000402,2483,247
42101000500,933,76
42101000600,674,11
42101000700,2429,197
42101000801,797,0
42101000803,1837,272
42101000804,3085,114
42101000901,1409,172
42101000902,1315,349
42101001001,1450,87
42101001002,1692,96
42101001101,1813,196
42101001102,1492,79
42101001201,2106,150
42101001202,2793,124
42101001300,2734,251
42101001400,2168,432
42101001500,1497,125
42101001600,1082,59
42101001700,1353,55
42101001800,1486,238
42101001900,1472,99
42101002000,853,143
42101002100,883,229
42101002200,1063,158
42101002300,1248,164
42101002400,2128,296
42101002500,1707,224
42101002701,1422,272
42101002702,1780,204
42101002801,1577,428
42101002802,2133,499
42101002900,1778,222
42101003001,1446,260
42101003002,1233,380
42101003100,1924,772
42101003200,1453,499
42101003300,2375,936
42101003600,2691,978
42101003701,2065,442
42101003702,1404,260
42101003800,1526,312
42101003901,2740,880
42101003902,2281,509
42101004001,1883,456
42101004002,2085,494
42101004101,2065,418
42101004102,2630,692
42101004201,2024,415
42101004202,1701,334
42101005000,0,0
42101005400,653,129
42101005500,2503,610
42101005600,529,138
42101006000,2478,709
42101006100,1117,310
42101006200,1536,461
42101006300,1386,392
42101006400,1394,353
42101006500,1754,762
42101006600,1314,602
42101006700,2577,933
42101006900,988,491
42101007000,1446,524
42101007101,834,282
42101007102,1827,548
42101007200,1801,565
42101007300,1108,452
42101007400,1748,550
42101007700,651,102
42101007800,2026,267
42101007900,2066,271
42101008000,1429,510
42101008101,986,260
42101008102,1832,613
42101008200,2551,637
42101008301,1647,462
42101008302,1815,516
42101008400,1638,618
42101008500,2667,742
42101008601,1380,211
42101008602,1067,296
42101008701,1829,230
42101008702,1257,99
42101008801,173,18
42101008802,1312,116
42101009000,954,54
42101009100,1531,490
42101009200,1289,610
42101009300,1665,690
42101009400,1904,1009
42101009500,1277,579
42101009600,1677,662
42101009801,921,131
42101009802,2164,302
42101010000,1579,430
42101010100,2420,848
42101010200,1294,565
42101010300,911,375
42101010400,1403,808
42101010500,1463,653
42101010600,633,336
42101010700,1274,556
42101010800,1513,588
42101010900,929,329
42101011000,1444,592
42101011100,1274,578
42101011200,2085,648
42101011300,1152,228
42101011400,2867,924
42101011500,1675,276
42101011700,329,31
42101011800,2286,1027
42101011900,2110,777
42101012000,664,104
42101012100,1373,350
42101012201,2007,574
42101012203,242,35
42101012204,1889,360
42101012500,2923,585
42101013100,679,132
42101013200,1000,406
42101013300,1404,147
42101013401,1387,188
42101013402,1510,227
42101013500,1510,149
42101013601,1388,150
42101013602,1751,214
42101013700,2063,863
42101013800,830,337
42101013900,1139,628
42101014000,1279,282
42101014100,1043,390
42101014200,2124,56
42101014300,738,84
42101014400,1486,325
42101014500,628,205
42101014600,1035,458
42101014700,973,138
42101014800,439,213
42101014900,1659,875
42101015101,804,349
42101015102,1609,982
42101015200,1833,742
42101015300,1173,384
42101015600,591,271
42101015700,886,196
42101015800,2679,518
42101016000,2659,415
42101016100,2080,648
42101016200,879,347
42101016300,1158,564
42101016400,1605,789
42101016500,1099,657
42101016600,675,261
42101016701,1201,733
42101016702,1155,698
42101016800,1585,705
42101016901,1299,689
42101016902,1940,1147
42101017000,1319,582
42101017100,1610,646
42101017201,1220,503
42101017202,1590,788
42101017300,1123,686
42101017400,847,418
42101017500,2426,1480
42101017601,2025,976
42101017602,1348,601
42101017701,1100,376
42101017702,1578,712
42101017800,1994,683
42101017900,2130,317
42101018001,1126,253
42101018002,2298,566
42101018300,1454,214
42101018400,811,146
42101018800,2429,657
42101019000,2675,555
42101019100,2901,759
42101019200,2294,573
42101019501,1703,945
42101019502,1073,379
42101019700,2212,1005
42101019800,2100,913
42101019900,1362,604
42101020000,541,328
42101020101,1698,1041
42101020102,1221,517
42101020200,2109,1499
42101020300,987,505
42101020400,1119,478
42101020500,1229,601
42101020600,714,113
42101020700,2292,399
42101020800,1116,89
42101020900,1196,141
42101021000,2047,318
42101021100,1041,91
42101021200,1041,136
42101021300,1360,148
42101021400,1595,131
42101021500,1615,115
42101021600,1001,81
42101021700,2436,240
42101021800,2217,288
42101021900,656,87
42101022000,679,104
42101023100,496,26
42101023500,560,80
42101023600,1070,198
42101023700,2045,471
42101023800,1779,340
42101023900,954,249
42101024000,1496,371
42101024100,691,307
42101024200,1690,636
42101024300,1461,322
42101024400,1100,371
42101024500,1570,749
42101024600,1014,329
42101024700,1584,533
42101024800,729,174
42101024900,1118,388
42101025200,2622,878
42101025300,1574,370
42101025400,1988,273
42101025500,1126,177
42101025600,1141,160
42101025700,1930,352
42101025800,745,173
42101025900,2033,688
42101026000,1257,277
42101026100,1410,272
42101026200,1686,499
42101026301,1551,388
42101026302,2019,535
42101026400,2185,523
42101026500,1682,406
42101026600,2173,459
42101026700,2538,718
42101026800,1915,538
42101026900,696,144
42101027000,907,121
42101027100,910,209
42101027200,1885,500
42101027300,2113,692
42101027401,1141,433
42101027402,2302,648
42101027500,1683,393
42101027600,1425,562
42101027700,1945,823
42101027800,1912,851
42101027901,1450,621
42101027902,910,305
42101028000,1657,737
42101028100,1428,497
42101028200,2126,719
42101028300,2336,1073
42101028400,1267,408
42101028500,855,376
42101028600,2270,661
42101028700,832,327
42101028800,1266,540
42101028901,1257,314
42101028902,1966,777
42101029000,2134,865
42101029100,1592,496
42101029200,1319,259
42101029300,846,291
42101029400,1015,422
42101029800,1935,544
42101029900,1611,574
42101030000,2372,709
42101030100,2188,552
42101030200,2533,543
42101030501,1896,432
42101030502,2044,415
42101030600,2635,809
42101030700,1442,330
42101030800,1719,215
42101030900,1302,235
42101031000,2173,479
42101031101,1680,361
42101031102,1501,267
42101031200,1615,430
42101031300,2220,450
42101031401,2115,370
42101031402,1823,462
42101031501,2093,570
42101031502,1375,270
42101031600,2175,284
42101031700,2364,581
42101031800,1458,459
42101031900,1718,442
42101032000,2458,412
42101032100,1426,333
42101032300,1378,404
42101032500,2081,518
42101032600,2425,311
42101032900,1389,376
42101033000,2665,531
42101033101,1705,245
42101033102,1580,419
42101033200,957,126
42101033300,1747,475
42101033400,1878,490
42101033500,1389,238
42101033600,2764,539
42101033701,2184,614
42101033702,1946,395
42101033800,2300,570
42101033900,1183,198
42101034000,1036,133
42101034100,2306,233
42101034200,1480,243
42101034400,2717,335
42101034501,1845,690
42101034502,2442,507
42101034600,1213,237
42101034701,2512,379
42101034702,1413,217
42101034801,1855,411
42101034802,2018,303
42101034803,1535,252
42101034900,2084,488
42101035100,2340,433
42101035200,1606,228
42101035301,1955,219
42101035302,1913,333
42101035500,2842,742
42101035601,2293,524
42101035602,1238,235
42101035701,1912,366
42101035702,1597,236
42101035800,2213,286
42101035900,2170,428
42101036000,1113,301
42101036100,1306,133
42101036201,1918,296
42101036202,2349,261
42101036203,1785,216
42101036301,1267,184
42101036302,1215,176
42101036303,2281,334
42101036400,209,14
42101036501,2274,520
42101036502,1387,240
42101036600,1177,27
42101036700,1542,78
42101036900,672,28
42101037200,1768,373
42101037300,2375,325
42101037500,1390,166
42101037600,1318,159
42101037700,1198,327
42101037800,1021,193
42101037900,2088,526
42101038000,796,145
42101038100,311,108
42101038200,932,279
42101038300,1002,431
42101038400,963,147
42101038500,870,59
42101038600,594,24
42101038700,650,26
42101038800,1648,187
42101038900,1308,264
42101039000,2820,795
42101980000,91,8
42101980100,53,4
42101980200,92,16
42101980300,0,0
42101980400,0,0
42101980500,0,0
42101980600,0,0
42101980700,0,0
42101980800,0,0
42101980900,0,0
42101989100,0,0
42103950102,980,97
42103950103,903,192
42103950104,1019,152
42103950201,1440,95
42103950202,579,109
42103950301,1112,185
42103950302,367,58
42103950501,505,46
42103950502,1167,145
42103950601,603,104
42103950603,559,96
42103950605,1884,177
42103950606,2194,211
42103950701,1438,182
42103950702,1134,130
42103950801,1666,257
42103950802,1980,121
42103950900,1849,230
42105950100,1806,522
42105950200,1153,269
42105950300,1610,389
42105950400,1125,233
42105950500,842,223
42107000100,2243,509
42107000200,1018,296
42107000300,2299,570
42107000400,907,230
42107000500,1547,501
42107000601,1497,633
42107000602,548,207
42107000700,1522,423
42107000800,1519,365
42107000900,2434,507
42107001000,1349,308
42107001100,919,263
42107001200,1691,400
42107001300,1225,335
42107001400,964,218
42107001500,1893,683
42107001600,1669,343
42107001700,1423,276
42107001800,916,186
42107001900,2191,883
42107002000,1351,421
42107002100,594,181
42107002200,1187,294
42107002300,1294,417
42107002400,1041,315
42107002500,897,243
42107002600,1851,625
42107002700,1226,406
42107002800,1030,228
